Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized,Race Title,Conditions,Temperature,Track Conditions,Humidity,Ground Temp,Avg_Position_Last3,Podiums_Last5,Points_Streak,circuit_file,file,length_km,width_m,right corners,left corners,Race_Number_Season,Rider_Experience,Points_numeric,Season_Points_So_Far,Championship_Position,Team_Avg_Position,Difficult_Conditions,Rider_Circuit_Avg,Podio
10,6,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+6.646,Event gbr,2022.0,gbr,Bezzecchi,Event gbr,Clear,22º,Dry,46%,43º,11.333333333333334,0.0,7.0,,,,,,,31,3.0,6.0,40.0,1.0,11.0,0,,0
11,5,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+23.175,Event ger,2022.0,ger,Bezzecchi,Event ger,Clear,35º,Dry,22%,51º,11.0,0.0,8.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,32,3.0,5.0,45.0,1.0,8.0,0,,0
11,5,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+17.655,Event hun,2022.0,hun,Bezzecchi,Event hun,Clear,27º,Dry,18%,32º,11.0,0.0,9.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,33,3.0,5.0,50.0,1.0,9.0,0,,0
2,20,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+0.444,Event ned,2022.0,ned,Bezzecchi,Event ned,Cloudy,22º,Dry,59%,30º,10.666666666666666,0.0,10.0,,,,,,,34,3.0,20.0,70.0,1.0,9.5,0,,1
11,5,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+17.655,Event usa,2022.0,usa,Bezzecchi,Event usa,Clear,27º,Dry,18%,32º,6.5,1.0,12.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,36,3.0,5.0,75.0,1.0,9.0,0,,0
1,25,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,44:28.518,Event arg,2023.0,arg,Bezzecchi,,,,,,,11.0,1.0,14.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,26,4.0,25.0,25.0,1.0,4.5,0,9.0,1
3,16,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+7.708,Event aut,2023.0,aut,Bezzecchi,Event aut,Partly Cloudy,30º,Dry,36%,33º,6.0,2.0,15.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,27,4.0,16.0,41.0,1.0,3.5,0,9.0,1
1,25,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,41:37.970,Event fra,2023.0,fra,Bezzecchi,Event fra,Partly Cloudy,20º,Dry,61%,39º,3.0,2.0,18.0,,,,,,,30,4.0,25.0,66.0,1.0,1.0,0,12.0,1
4,13,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+8.430,Event ger,2023.0,ger,Bezzecchi,,,,,,,1.0,2.0,20.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,32,4.0,13.0,79.0,1.0,4.5,0,11.0,0
8,8,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+12.654,Event ita,2023.0,ita,Bezzecchi,Event ita,Partly Cloudy,27º,Dry,53%,45º,4.0,1.0,22.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,34,4.0,8.0,87.0,1.0,6.0,0,,0
2,20,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+1.223,Event ned,2023.0,ned,Bezzecchi,Event ned,Clear,30º,Dry,32%,47º,6.0,1.0,23.0,,,,,,,35,4.0,20.0,107.0,1.0,4.5,0,2.0,1
13,3,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+17.807,Event qat,2023.0,qat,Bezzecchi,Event qat,Clear,26º,Dry,59%,28º,5.0,1.0,24.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,36,4.0,3.0,110.0,1.0,8.0,0,12.0,0
7,9,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+24.759,Event ara,2024.0,ara,Bezzecchi,,,,,,,7.5,1.0,26.0,,,,,,,34,5.0,9.0,9.0,1.0,7.5,0,10.0,0
9,7,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+10.484,Event arg,2024.0,arg,Bezzecchi,,,,,,,10.0,1.0,27.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,35,5.0,7.0,16.0,1.0,14.5,0,5.0,0
6,10,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+21.206,Event aut,2024.0,aut,Bezzecchi,,,,,,,8.0,1.0,28.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,36,5.0,10.0,26.0,1.0,6.0,0,6.0,0
9,7,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+10.484,Event cze,2024.0,cze,Bezzecchi,,,,,,,7.333333333333333,0.0,29.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,37,5.0,7.0,33.0,1.0,14.5,0,11.0,0
9,7,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+10.484,Event esp,2024.0,esp,Bezzecchi,,,,,,,8.0,0.0,30.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,38,5.0,7.0,40.0,1.0,14.5,0,11.0,0
8,8,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+14.016,Event gbr,2024.0,gbr,Bezzecchi,,,,,,,9.0,0.0,32.0,,,,,,,40,5.0,8.0,48.0,1.0,6.5,0,10.0,0
8,8,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+14.930,Event ger,2024.0,ger,Bezzecchi,,,,,,,8.5,0.0,33.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,41,5.0,8.0,56.0,1.0,8.0,0,7.5,0
9,7,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+10.484,Event hun,2024.0,hun,Bezzecchi,,,,,,,8.0,0.0,34.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,42,5.0,7.0,63.0,1.0,14.5,0,11.0,0
13,3,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+20.346,Event ita,2024.0,ita,Bezzecchi,,,,,,,8.333333333333334,0.0,35.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,43,5.0,3.0,66.0,1.0,10.0,0,8.0,0
9,7,72M. Bezzecchi72M. BezzecchiPertamina Enduro VR46 Racing Team,Pertamina Enduro VR46 Racing Team,+10.484,Event usa,2024.0,usa,Bezzecchi,,,,,,,10.0,0.0,36.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,44,5.0,7.0,73.0,1.0,14.5,0,11.0,0
8,8,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+16.022,Event ara,2025.0,ara,Bezzecchi,Event ara,Clear,25º,Dry,43%,50º,10.333333333333334,0.0,37.0,,,,,,,44,6.0,8.0,8.0,1.0,12.5,0,8.5,0
3,16,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+3.426,Event aut,2025.0,aut,Bezzecchi,Event aut,Partly Cloudy,24º,Dry,55%,32º,10.0,0.0,38.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,45,6.0,16.0,24.0,1.0,3.0,0,6.0,1
2,20,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+1.753,Event cze,2025.0,cze,Bezzecchi,Event cze,Partly Cloudy,27º,Dry,46%,40º,6.666666666666667,1.0,39.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,46,6.0,20.0,44.0,1.0,4.5,0,10.0,1
3,16,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+7.488,Event esp,2025.0,esp,Bezzecchi,,,,,,,4.333333333333333,2.0,40.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,47,6.0,16.0,60.0,1.0,3.5,0,10.0,1
1,25,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,38:16.037,Event gbr,2025.0,gbr,Bezzecchi,Event gbr,Partly Cloudy,16º,Dry,46%,30º,2.6666666666666665,3.0,41.0,,,,,,,48,6.0,25.0,85.0,1.0,9.5,0,9.0,1
3,16,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+7.488,Event hun,2025.0,hun,Bezzecchi,,,,,,,2.0,4.0,43.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,50,6.0,16.0,101.0,1.0,3.5,0,10.0,1
5,11,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+9.329,Event ita,2025.0,ita,Bezzecchi,Event ita,Clear,32º,Dry,41%,49º,2.0,4.0,44.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,51,6.0,11.0,112.0,1.0,11.0,0,10.5,0
9,7,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+14.368,Event qat,2025.0,qat,Bezzecchi,Event qat,Clear,28º,Dry,40%,33º,4.0,3.0,45.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,52,6.0,7.0,119.0,1.0,9.0,0,12.5,0
6,10,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+14.967,Event tha,2025.0,tha,Bezzecchi,Event tha,Partly Cloudy,36º,Dry,41%,50º,5.666666666666667,2.0,46.0,,,,,,,53,6.0,10.0,129.0,1.0,13.0,0,,0
3,16,72M. Bezzecchi72M. BezzecchiAprilia Racing,Aprilia Racing,+7.488,Event usa,2025.0,usa,Bezzecchi,,,,,,,6.666666666666667,1.0,47.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,54,6.0,16.0,145.0,1.0,3.5,0,10.0,1
5,11,3M. Biaggi3M. Biaggi,,+7.703,Event fra,2005.0,fra,Biaggi,,,,,,,,,0.0,,,,,,,39,1.0,11.0,11.0,1.0,,0,,0
2,20,3M. Biaggi3M. Biaggi,,+0.359,Event ita,2005.0,ita,Biaggi,Event ita,Partly Cloudy,27º,Dry,20%,42º,5.0,0.0,1.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,40,1.0,20.0,31.0,1.0,,0,,1
6,10,3M. Biaggi3M. Biaggi,,+21.575,Event ned,2005.0,ned,Biaggi,Event ned,Sunny,23º,Dry,32%,30º,3.5,1.0,2.0,,,,,,,41,1.0,10.0,41.0,1.0,,0,,0
3,ND,M. BiaggiM. Biaggi,,+15.213,Event ara,2002.0,ara,Biaggim,Event ara,,,,,,,,0.0,,,,,,,45,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+15.213,Event arg,2002.0,arg,Biaggim,Event arg,,,,,,3.0,1.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,46,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+15.213,Event aut,2002.0,aut,Biaggim,Event aut,,,,,,3.0,2.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,47,1.0,0.0,0.0,1.0,,0,,1
1,ND,M. BiaggiM. Biaggi,,44:36.498,Event cze,2002.0,cze,Biaggim,Event cze,,,,,,3.0,3.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,48,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+15.213,Event esp,2002.0,esp,Biaggim,Event esp,,,,,,2.3333333333333335,4.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,49,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+0.604,Event fra,2002.0,fra,Biaggim,Event fra,,,,,,2.3333333333333335,5.0,5.0,,,,,,,50,1.0,0.0,0.0,1.0,,0,,1
2,ND,M. BiaggiM. Biaggi,,+2.371,Event gbr,2002.0,gbr,Biaggim,Event gbr,,,,,,2.3333333333333335,5.0,6.0,,,,,,,51,1.0,0.0,0.0,1.0,,0,,1
2,ND,M. BiaggiM. Biaggi,,+0.730,Event ger,2002.0,ger,Biaggim,Event ger,,,,,,2.6666666666666665,5.0,7.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,52,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+15.213,Event hun,2002.0,hun,Biaggim,Event hun,,,,,,2.3333333333333335,5.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,53,1.0,0.0,0.0,1.0,,0,,1
2,ND,M. BiaggiM. Biaggi,,+2.404,Event ita,2002.0,ita,Biaggim,Event ita,,,,,,2.3333333333333335,5.0,9.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,54,1.0,0.0,0.0,1.0,,0,,1
4,ND,M. BiaggiM. Biaggi,,+13.308,Event ned,2002.0,ned,Biaggim,Event ned,,,,,,2.3333333333333335,5.0,10.0,,,,,,,55,1.0,0.0,0.0,1.0,,0,,0
3,ND,M. BiaggiM. Biaggi,,+15.213,Event qat,2002.0,qat,Biaggim,Event qat,,,,,,3.0,4.0,11.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,56,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+15.213,Event tha,2002.0,tha,Biaggim,Event tha,,,,,,3.0,4.0,12.0,,,,,,,57,1.0,0.0,0.0,1.0,,0,,1
3,ND,M. BiaggiM. Biaggi,,+15.213,Event usa,2002.0,usa,Biaggim,Event usa,,,,,,3.3333333333333335,4.0,13.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,58,1.0,0.0,0.0,1.0,,0,,1
4,ND,M. BiaggiM. Biaggi,,+16.293,Event ara,2003.0,ara,Biaggim,Event ara,,,,,,3.0,4.0,14.0,,,,,,,52,2.0,0.0,0.0,1.0,,0,3.0,0
4,ND,M. BiaggiM. Biaggi,,+16.293,Event arg,2003.0,arg,Biaggim,Event arg,,,,,,3.3333333333333335,3.0,15.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,53,2.0,0.0,0.0,1.0,,0,3.0,0
4,ND,M. BiaggiM. Biaggi,,+16.293,Event aut,2003.0,aut,Biaggim,Event aut,,,,,,3.6666666666666665,3.0,16.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,54,2.0,0.0,0.0,1.0,,0,3.0,0
5,ND,M. BiaggiM. Biaggi,,+8.729,Event cze,2003.0,cze,Biaggim,Event cze,,,,,,4.0,2.0,17.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,55,2.0,0.0,0.0,1.0,,0,1.0,0
4,ND,M. BiaggiM. Biaggi,,+16.293,Event esp,2003.0,esp,Biaggim,Event esp,,,,,,4.333333333333333,1.0,18.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,56,2.0,0.0,0.0,1.0,,0,3.0,0
5,ND,M. BiaggiM. Biaggi,,+31.493,Event fra,2003.0,fra,Biaggim,Event fra,,,,,,4.333333333333333,0.0,19.0,,,,,,,57,2.0,0.0,0.0,1.0,,0,3.0,0
1,ND,M. BiaggiM. Biaggi,,46:06.688,Event gbr,2003.0,gbr,Biaggim,Event gbr,,,,,,4.666666666666667,0.0,20.0,,,,,,,58,2.0,0.0,0.0,1.0,,0,2.0,1
4,ND,M. BiaggiM. Biaggi,,+16.293,Event hun,2003.0,hun,Biaggim,Event hun,,,,,,3.0,1.0,22.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,60,2.0,0.0,0.0,1.0,,0,3.0,0
3,ND,M. BiaggiM. Biaggi,,+4.576,Event ita,2003.0,ita,Biaggim,Event ita,,,,,,2.5,1.0,23.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,61,2.0,0.0,0.0,1.0,,0,2.0,1
2,ND,M. BiaggiM. Biaggi,,+10.111,Event ned,2003.0,ned,Biaggim,Event ned,,,,,,3.5,2.0,24.0,,,,,,,62,2.0,0.0,0.0,1.0,,0,4.0,1
4,ND,M. BiaggiM. Biaggi,,+16.293,Event qat,2003.0,qat,Biaggim,Event qat,,,,,,3.0,3.0,25.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,63,2.0,0.0,0.0,1.0,,0,3.0,0
4,ND,M. BiaggiM. Biaggi,,+16.293,Event tha,2003.0,tha,Biaggim,Event tha,,,,,,3.0,2.0,26.0,,,,,,,64,2.0,0.0,0.0,1.0,,0,3.0,0
4,ND,M. BiaggiM. Biaggi,,+16.293,Event usa,2003.0,usa,Biaggim,Event usa,,,,,,3.3333333333333335,2.0,27.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,65,2.0,0.0,0.0,1.0,,0,3.0,0
2,ND,M. BiaggiM. Biaggi,,+0.425,Event ara,2004.0,ara,Biaggim,Event ara,,,,,,4.0,2.0,28.0,,,,,,,57,3.0,0.0,0.0,1.0,,0,3.5,1
2,ND,M. BiaggiM. Biaggi,,+0.425,Event arg,2004.0,arg,Biaggim,Event arg,,,,,,3.3333333333333335,2.0,29.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,58,3.0,0.0,0.0,1.0,,0,3.5,1
2,ND,M. BiaggiM. Biaggi,,+0.425,Event aut,2004.0,aut,Biaggim,Event aut,,,,,,2.6666666666666665,2.0,30.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,59,3.0,0.0,0.0,1.0,,0,3.5,1
3,ND,M. BiaggiM. Biaggi,,+4.330,Event cze,2004.0,cze,Biaggim,Event cze,,,,,,2.0,3.0,31.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,60,3.0,0.0,0.0,1.0,,0,3.0,1
2,ND,M. BiaggiM. Biaggi,,+0.425,Event esp,2004.0,esp,Biaggim,Event esp,,,,,,2.3333333333333335,4.0,32.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,61,3.0,0.0,0.0,1.0,,0,3.5,1
3,ND,M. BiaggiM. Biaggi,,+1.908,Event fra,2004.0,fra,Biaggim,Event fra,,,,,,2.3333333333333335,5.0,33.0,,,,,,,62,3.0,0.0,0.0,1.0,,0,4.0,1
12,ND,M. BiaggiM. Biaggi,,+54.004,Event gbr,2004.0,gbr,Biaggim,Event gbr,,,,,,2.6666666666666665,5.0,34.0,,,,,,,63,3.0,0.0,0.0,1.0,,0,1.5,0
1,ND,M. BiaggiM. Biaggi,,42:23.287,Event ger,2004.0,ger,Biaggim,Event ger,,,,,,5.666666666666667,4.0,35.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,64,3.0,0.0,0.0,1.0,,0,2.0,1
2,ND,M. BiaggiM. Biaggi,,+0.425,Event hun,2004.0,hun,Biaggim,Event hun,,,,,,5.333333333333333,4.0,36.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,65,3.0,0.0,0.0,1.0,,0,3.5,1
3,ND,M. BiaggiM. Biaggi,,+1.540,Event ita,2004.0,ita,Biaggim,Event ita,,,,,,5.0,4.0,37.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,66,3.0,0.0,0.0,1.0,,0,2.5,1
4,ND,M. BiaggiM. Biaggi,,+10.183,Event ned,2004.0,ned,Biaggim,Event ned,,,,,,2.0,4.0,38.0,,,,,,,67,3.0,0.0,0.0,1.0,,0,3.0,0
6,ND,M. BiaggiM. Biaggi,,+39.209,Event qat,2004.0,qat,Biaggim,Event qat,,,,,,3.0,3.0,39.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,68,3.0,0.0,0.0,1.0,,0,3.5,0
2,ND,M. BiaggiM. Biaggi,,+0.425,Event tha,2004.0,tha,Biaggim,Event tha,,,,,,4.333333333333333,3.0,40.0,,,,,,,69,3.0,0.0,0.0,1.0,,0,3.5,1
2,ND,M. BiaggiM. Biaggi,,+0.425,Event usa,2004.0,usa,Biaggim,Event usa,,,,,,4.0,3.0,41.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,70,3.0,0.0,0.0,1.0,,0,3.5,1
6,10,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+21.254,Event ara,2005.0,ara,Biaggirepsol,Event ara,Sunny,21º,Dry,14%,32º,,,0.0,,,,,,,42,1.0,10.0,10.0,1.0,4.0,0,,0
6,10,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+21.254,Event arg,2005.0,arg,Biaggirepsol,Event arg,Sunny,21º,Dry,14%,32º,6.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,43,1.0,10.0,20.0,1.0,4.0,0,,0
6,10,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+21.254,Event aut,2005.0,aut,Biaggirepsol,Event aut,Sunny,21º,Dry,14%,32º,6.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,44,1.0,10.0,30.0,1.0,4.0,0,,0
6,10,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+21.254,Event esp,2005.0,esp,Biaggirepsol,Event esp,Sunny,21º,Dry,14%,32º,6.0,0.0,3.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,45,1.0,10.0,40.0,1.0,4.0,0,,0
8,8,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+4.080,Event ger,2005.0,ger,Biaggirepsol,Event ger,Sunny,21º,Dry,23%,29º,6.0,0.0,5.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,47,1.0,8.0,48.0,1.0,4.5,0,,0
6,10,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+21.254,Event hun,2005.0,hun,Biaggirepsol,Event hun,Sunny,21º,Dry,14%,32º,7.0,0.0,6.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,48,1.0,10.0,58.0,1.0,4.0,0,,0
6,10,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+21.254,Event tha,2005.0,tha,Biaggirepsol,Event tha,Sunny,21º,Dry,14%,32º,7.0,0.0,8.0,,,,,,,50,1.0,10.0,68.0,1.0,4.0,0,,0
4,13,3M. Biaggi3M. BiaggiRepsol Honda Team,Repsol Honda Team,+4.216,Event usa,2005.0,usa,Biaggirepsol,Event usa,Sunny,23º,Dry,29%,52º,6.0,0.0,9.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,51,1.0,13.0,81.0,1.0,2.5,0,,0
11,5,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+13.200,Event ara,2020.0,ara,Binder,Event ara,Clear,21º,Dry,34%,31º,,,0.0,,,,,,,15,1.0,5.0,5.0,1.0,11.5,0,,0
11,5,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+4.444,Event aut,2020.0,aut,Binder,Event aut,Partly Cloudy,27º,Dry,45%,53º,11.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,17,1.0,5.0,10.0,1.0,6.0,0,,0
1,25,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,41:38.764,Event cze,2020.0,cze,Binder,Event cze,Clear,30º,Dry,38%,46º,11.0,0.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,18,1.0,25.0,35.0,1.0,1.0,0,,1
12,4,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+27.321,Event fra,2020.0,fra,Binder,,,,,,,6.0,1.0,5.0,,,,,,,20,1.0,4.0,39.0,1.0,7.5,0,,0
7,9,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+14.064,Event ara,2021.0,ara,Binder,Event ara,Clear,30º,Dry,40%,48º,,,12.0,,,,,,,23,2.0,9.0,9.0,1.0,10.5,0,11.0,0
7,9,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+8.437,Event arg,2021.0,arg,Binder,Event arg,Clear,20º,Dry,48%,23º,7.0,0.0,13.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,24,2.0,9.0,18.0,1.0,10.5,0,,0
7,9,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+8.437,Event cze,2021.0,cze,Binder,Event cze,Clear,20º,Dry,48%,23º,7.0,0.0,14.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,25,2.0,9.0,27.0,1.0,10.5,0,1.0,0
7,9,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+8.437,Event esp,2021.0,esp,Binder,Event esp,Clear,20º,Dry,48%,23º,7.0,0.0,15.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,26,2.0,9.0,36.0,1.0,10.5,0,,0
13,3,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+59.377,Event fra,2021.0,fra,Binder,Event fra,Partly Cloudy,17º,Dry,63%,31º,7.0,0.0,16.0,,,,,,,27,2.0,3.0,39.0,1.0,13.0,0,12.0,0
6,10,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+12.189,Event gbr,2021.0,gbr,Binder,Event gbr,Cloudy,17º,Dry,66%,24º,9.0,0.0,17.0,,,,,,,28,2.0,10.0,49.0,1.0,11.0,0,,0
4,13,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+7.922,Event ger,2021.0,ger,Binder,Event ger,Cloudy,28º,Dry,51%,39º,8.666666666666666,0.0,18.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,29,2.0,13.0,62.0,1.0,3.0,0,,0
